zipcode,zone,trange,zonetitle
02641,7a,0 to 5,7a: 0 to 5
02642,7a,0 to 5,7a: 0 to 5
02643,7a,0 to 5,7a: 0 to 5
02644,6b,-5 to 0,6b: -5 to 0
02645,7a,0 to 5,7a: 0 to 5
02646,7a,0 to 5,7a: 0 to 5
02647,7a,0 to 5,7a: 0 to 5
02648,7a,0 to 5,7a: 0 to 5
02649,7a,0 to 5,7a: 0 to 5
02650,7b,5 to 10,7b: 5 to 10
02651,7a,0 to 5,7a: 0 to 5
02652,7a,0 to 5,7a: 0 to 5
02653,7a,0 to 5,7a: 0 to 5
02655,7a,0 to 5,7a: 0 to 5
02657,7a,0 to 5,7a: 0 to 5
02659,7a,0 to 5,7a: 0 to 5
02660,7a,0 to 5,7a: 0 to 5
02661,7a,0 to 5,7a: 0 to 5
02662,7a,0 to 5,7a: 0 to 5
02663,7a,0 to 5,7a: 0 to 5
02664,7a,0 to 5,7a: 0 to 5
02666,7a,0 to 5,7a: 0 to 5
02667,7a,0 to 5,7a: 0 to 5
02668,7a,0 to 5,7a: 0 to 5
02669,7a,0 to 5,7a: 0 to 5
02670,7a,0 to 5,7a: 0 to 5
02671,7a,0 to 5,7a: 0 to 5
02672,7a,0 to 5,7a: 0 to 5
02673,7a,0 to 5,7a: 0 to 5
02675,7a,0 to 5,7a: 0 to 5
02702,6b,-5 to 0,6b: -5 to 0
02703,6b,-5 to 0,6b: -5 to 0
02712,6b,-5 to 0,6b: -5 to 0
02713,7a,0 to 5,7a: 0 to 5
02714,7a,0 to 5,7a: 0 to 5
02715,6b,-5 to 0,6b: -5 to 0
02717,6b,-5 to 0,6b: -5 to 0
02718,6b,-5 to 0,6b: -5 to 0
02719,7a,0 to 5,7a: 0 to 5
02720,6b,-5 to 0,6b: -5 to 0
02721,6b,-5 to 0,6b: -5 to 0
02722,6b,-5 to 0,6b: -5 to 0
02723,6b,-5 to 0,6b: -5 to 0
02724,6b,-5 to 0,6b: -5 to 0
02725,6b,-5 to 0,6b: -5 to 0
02726,6b,-5 to 0,6b: -5 to 0
02738,6b,-5 to 0,6b: -5 to 0
02739,7a,0 to 5,7a: 0 to 5
02740,6b,-5 to 0,6b: -5 to 0
02741,6b,-5 to 0,6b: -5 to 0
02742,7a,0 to 5,7a: 0 to 5
02743,6b,-5 to 0,6b: -5 to 0
02744,7a,0 to 5,7a: 0 to 5
02745,6b,-5 to 0,6b: -5 to 0
02746,6b,-5 to 0,6b: -5 to 0
02747,6b,-5 to 0,6b: -5 to 0
02748,7a,0 to 5,7a: 0 to 5
02760,6b,-5 to 0,6b: -5 to 0
02761,6b,-5 to 0,6b: -5 to 0
02762,6a,-10 to -5,6a: -10 to -5
02763,6b,-5 to 0,6b: -5 to 0
02764,6b,-5 to 0,6b: -5 to 0
02766,6b,-5 to 0,6b: -5 to 0
02767,6b,-5 to 0,6b: -5 to 0
02768,6b,-5 to 0,6b: -5 to 0
02769,6b,-5 to 0,6b: -5 to 0
02770,6b,-5 to 0,6b: -5 to 0
02771,6b,-5 to 0,6b: -5 to 0
02777,6b,-5 to 0,6b: -5 to 0
02779,6b,-5 to 0,6b: -5 to 0
02780,6b,-5 to 0,6b: -5 to 0
02790,6b,-5 to 0,6b: -5 to 0
02791,7a,0 to 5,7a: 0 to 5
02801,7a,0 to 5,7a: 0 to 5
02802,6b,-5 to 0,6b: -5 to 0
02804,6b,-5 to 0,6b: -5 to 0
02806,6b,-5 to 0,6b: -5 to 0
02807,7a,0 to 5,7a: 0 to 5
02808,6b,-5 to 0,6b: -5 to 0
02809,6b,-5 to 0,6b: -5 to 0
02812,6b,-5 to 0,6b: -5 to 0
02813,6b,-5 to 0,6b: -5 to 0
02814,6a,-10 to -5,6a: -10 to -5
02815,6a,-10 to -5,6a: -10 to -5
02816,6b,-5 to 0,6b: -5 to 0
02817,6a,-10 to -5,6a: -10 to -5
02818,6b,-5 to 0,6b: -5 to 0
02822,6b,-5 to 0,6b: -5 to 0
02823,6b,-5 to 0,6b: -5 to 0
02824,6a,-10 to -5,6a: -10 to -5
02825,6a,-10 to -5,6a: -10 to -5
02826,6a,-10 to -5,6a: -10 to -5
02827,6a,-10 to -5,6a: -10 to -5
02828,6b,-5 to 0,6b: -5 to 0
02829,6b,-5 to 0,6b: -5 to 0
02830,6a,-10 to -5,6a: -10 to -5
02831,6b,-5 to 0,6b: -5 to 0
02832,6b,-5 to 0,6b: -5 to 0
02833,6b,-5 to 0,6b: -5 to 0
02835,7a,0 to 5,7a: 0 to 5
02836,6b,-5 to 0,6b: -5 to 0
02837,7a,0 to 5,7a: 0 to 5
02838,6b,-5 to 0,6b: -5 to 0
02839,6a,-10 to -5,6a: -10 to -5
02840,7a,0 to 5,7a: 0 to 5
02841,7a,0 to 5,7a: 0 to 5
02842,7a,0 to 5,7a: 0 to 5
02852,6b,-5 to 0,6b: -5 to 0
02857,6a,-10 to -5,6a: -10 to -5
02858,6a,-10 to -5,6a: -10 to -5
02859,6a,-10 to -5,6a: -10 to -5
02860,6b,-5 to 0,6b: -5 to 0
02861,6b,-5 to 0,6b: -5 to 0
02862,6b,-5 to 0,6b: -5 to 0
02863,6b,-5 to 0,6b: -5 to 0
02864,6b,-5 to 0,6b: -5 to 0
02865,6b,-5 to 0,6b: -5 to 0
02871,7a,0 to 5,7a: 0 to 5
02872,7a,0 to 5,7a: 0 to 5
02873,6b,-5 to 0,6b: -5 to 0
02874,6b,-5 to 0,6b: -5 to 0
02875,6b,-5 to 0,6b: -5 to 0
02876,6a,-10 to -5,6a: -10 to -5
02877,6b,-5 to 0,6b: -5 to 0
02878,6b,-5 to 0,6b: -5 to 0
02879,6b,-5 to 0,6b: -5 to 0
02880,6b,-5 to 0,6b: -5 to 0
02881,6b,-5 to 0,6b: -5 to 0
02882,7a,0 to 5,7a: 0 to 5
02883,6b,-5 to 0,6b: -5 to 0
02885,6b,-5 to 0,6b: -5 to 0
02886,6b,-5 to 0,6b: -5 to 0
02887,6b,-5 to 0,6b: -5 to 0
02888,6b,-5 to 0,6b: -5 to 0
02889,6b,-5 to 0,6b: -5 to 0
02891,7a,0 to 5,7a: 0 to 5
02892,6b,-5 to 0,6b: -5 to 0
02893,6b,-5 to 0,6b: -5 to 0
02894,6b,-5 to 0,6b: -5 to 0
02895,6a,-10 to -5,6a: -10 to -5
02896,6a,-10 to -5,6a: -10 to -5
02898,6b,-5 to 0,6b: -5 to 0
02901,6b,-5 to 0,6b: -5 to 0
02902,6b,-5 to 0,6b: -5 to 0
02903,6b,-5 to 0,6b: -5 to 0
02904,6b,-5 to 0,6b: -5 to 0
02905,6b,-5 to 0,6b: -5 to 0
02906,6b,-5 to 0,6b: -5 to 0
02907,6b,-5 to 0,6b: -5 to 0
02908,6b,-5 to 0,6b: -5 to 0
02909,6b,-5 to 0,6b: -5 to 0
02910,6b,-5 to 0,6b: -5 to 0
02911,6b,-5 to 0,6b: -5 to 0
02912,6b,-5 to 0,6b: -5 to 0
02914,6b,-5 to 0,6b: -5 to 0
02915,6b,-5 to 0,6b: -5 to 0
02916,6b,-5 to 0,6b: -5 to 0
02917,6b,-5 to 0,6b: -5 to 0
02918,6b,-5 to 0,6b: -5 to 0
02919,6b,-5 to 0,6b: -5 to 0
02920,6b,-5 to 0,6b: -5 to 0
02921,6b,-5 to 0,6b: -5 to 0
02940,6b,-5 to 0,6b: -5 to 0
03031,5b,-15 to -10,5b: -15 to -10
03032,5b,-15 to -10,5b: -15 to -10
03033,5b,-15 to -10,5b: -15 to -10
03034,5b,-15 to -10,5b: -15 to -10
03036,5b,-15 to -10,5b: -15 to -10
03037,5b,-15 to -10,5b: -15 to -10
03038,5b,-15 to -10,5b: -15 to -10
03040,5b,-15 to -10,5b: -15 to -10
03041,5b,-15 to -10,5b: -15 to -10
03042,5b,-15 to -10,5b: -15 to -10
03043,5b,-15 to -10,5b: -15 to -10
03044,5b,-15 to -10,5b: -15 to -10
03045,5b,-15 to -10,5b: -15 to -10
03046,5b,-15 to -10,5b: -15 to -10
03047,5b,-15 to -10,5b: -15 to -10
03048,5b,-15 to -10,5b: -15 to -10
03049,5b,-15 to -10,5b: -15 to -10
03051,5b,-15 to -10,5b: -15 to -10
03052,5b,-15 to -10,5b: -15 to -10
03053,5b,-15 to -10,5b: -15 to -10
03054,5b,-15 to -10,5b: -15 to -10
03055,5b,-15 to -10,5b: -15 to -10
03057,5b,-15 to -10,5b: -15 to -10
03060,5b,-15 to -10,5b: -15 to -10
03061,5b,-15 to -10,5b: -15 to -10
03062,5b,-15 to -10,5b: -15 to -10
03063,5b,-15 to -10,5b: -15 to -10
03064,5b,-15 to -10,5b: -15 to -10
03070,5b,-15 to -10,5b: -15 to -10
03071,5b,-15 to -10,5b: -15 to -10
03073,6a,-10 to -5,6a: -10 to -5
03076,5b,-15 to -10,5b: -15 to -10
03077,5b,-15 to -10,5b: -15 to -10
03079,6a,-10 to -5,6a: -10 to -5
03082,5b,-15 to -10,5b: -15 to -10
03084,5b,-15 to -10,5b: -15 to -10
03086,5b,-15 to -10,5b: -15 to -10
03087,5b,-15 to -10,5b: -15 to -10
03101,5b,-15 to -10,5b: -15 to -10
03102,5b,-15 to -10,5b: -15 to -10
03103,5b,-15 to -10,5b: -15 to -10
03104,5b,-15 to -10,5b: -15 to -10
03105,5b,-15 to -10,5b: -15 to -10
03106,5b,-15 to -10,5b: -15 to -10
03108,5b,-15 to -10,5b: -15 to -10
03109,5b,-15 to -10,5b: -15 to -10
03110,5b,-15 to -10,5b: -15 to -10
03111,5b,-15 to -10,5b: -15 to -10
03215,5a,-20 to -15,5a: -20 to -15
03216,5a,-20 to -15,5a: -20 to -15
03217,5a,-20 to -15,5a: -20 to -15
03218,5a,-20 to -15,5a: -20 to -15
03220,5a,-20 to -15,5a: -20 to -15
03221,5a,-20 to -15,5a: -20 to -15
03222,5a,-20 to -15,5a: -20 to -15
03223,5a,-20 to -15,5a: -20 to -15
03224,5b,-15 to -10,5b: -15 to -10
03225,5a,-20 to -15,5a: -20 to -15
03226,5a,-20 to -15,5a: -20 to -15
03227,5a,-20 to -15,5a: -20 to -15
03229,5a,-20 to -15,5a: -20 to -15
03230,5a,-20 to -15,5a: -20 to -15
03231,5a,-20 to -15,5a: -20 to -15
03233,5a,-20 to -15,5a: -20 to -15
03234,5b,-15 to -10,5b: -15 to -10
03235,5a,-20 to -15,5a: -20 to -15
03237,5b,-15 to -10,5b: -15 to -10
03238,5a,-20 to -15,5a: -20 to -15
03240,4b,-25 to -20,4b: -25 to -20
03241,5a,-20 to -15,5a: -20 to -15
03242,5a,-20 to -15,5a: -20 to -15
03243,5b,-15 to -10,5b: -15 to -10
03244,5b,-15 to -10,5b: -15 to -10
03245,5a,-20 to -15,5a: -20 to -15
03246,5b,-15 to -10,5b: -15 to -10
03247,5b,-15 to -10,5b: -15 to -10
03249,5b,-15 to -10,5b: -15 to -10
03251,5a,-20 to -15,5a: -20 to -15
03252,5a,-20 to -15,5a: -20 to -15
03253,5a,-20 to -15,5a: -20 to -15
03254,5a,-20 to -15,5a: -20 to -15
03255,5b,-15 to -10,5b: -15 to -10
03256,5a,-20 to -15,5a: -20 to -15
03257,5b,-15 to -10,5b: -15 to -10
03258,5b,-15 to -10,5b: -15 to -10
03259,5a,-20 to -15,5a: -20 to -15
03260,5b,-15 to -10,5b: -15 to -10
03261,5b,-15 to -10,5b: -15 to -10
03262,5a,-20 to -15,5a: -20 to -15
03263,5b,-15 to -10,5b: -15 to -10
03264,5a,-20 to -15,5a: -20 to -15
03266,5a,-20 to -15,5a: -20 to -15
03268,5b,-15 to -10,5b: -15 to -10
03269,5b,-15 to -10,5b: -15 to -10
03272,5a,-20 to -15,5a: -20 to -15
03273,5b,-15 to -10,5b: -15 to -10
03275,5b,-15 to -10,5b: -15 to -10
03276,5a,-20 to -15,5a: -20 to -15
03278,5a,-20 to -15,5a: -20 to -15
03279,4b,-25 to -20,4b: -25 to -20
03280,6a,-10 to -5,6a: -10 to -5
03281,5b,-15 to -10,5b: -15 to -10
03282,5a,-20 to -15,5a: -20 to -15
03284,6a,-10 to -5,6a: -10 to -5
03285,5a,-20 to -15,5a: -20 to -15
03287,5a,-20 to -15,5a: -20 to -15
03289,5a,-20 to -15,5a: -20 to -15
03290,5b,-15 to -10,5b: -15 to -10
03291,5b,-15 to -10,5b: -15 to -10
03293,5a,-20 to -15,5a: -20 to -15
03298,5a,-20 to -15,5a: -20 to -15
03299,5a,-20 to -15,5a: -20 to -15
03301,5b,-15 to -10,5b: -15 to -10
03302,5b,-15 to -10,5b: -15 to -10
03303,5b,-15 to -10,5b: -15 to -10
03304,5b,-15 to -10,5b: -15 to -10
03305,5b,-15 to -10,5b: -15 to -10
03307,5b,-15 to -10,5b: -15 to -10
03431,5b,-15 to -10,5b: -15 to -10
03435,5b,-15 to -10,5b: -15 to -10
03440,5b,-15 to -10,5b: -15 to -10
03441,5b,-15 to -10,5b: -15 to -10
03442,5b,-15 to -10,5b: -15 to -10
03443,5b,-15 to -10,5b: -15 to -10
03444,5b,-15 to -10,5b: -15 to -10
03445,5b,-15 to -10,5b: -15 to -10
03446,5b,-15 to -10,5b: -15 to -10
03447,5b,-15 to -10,5b: -15 to -10
03448,5b,-15 to -10,5b: -15 to -10
03449,5b,-15 to -10,5b: -15 to -10
03450,5b,-15 to -10,5b: -15 to -10
03451,5b,-15 to -10,5b: -15 to -10
03452,5b,-15 to -10,5b: -15 to -10
03455,5b,-15 to -10,5b: -15 to -10
03456,5b,-15 to -10,5b: -15 to -10
03457,5b,-15 to -10,5b: -15 to -10
03458,5b,-15 to -10,5b: -15 to -10
03461,5b,-15 to -10,5b: -15 to -10
03462,5a,-20 to -15,5a: -20 to -15
03464,5b,-15 to -10,5b: -15 to -10
03465,5b,-15 to -10,5b: -15 to -10
03466,5b,-15 to -10,5b: -15 to -10
03467,5a,-20 to -15,5a: -20 to -15
03468,5b,-15 to -10,5b: -15 to -10
03469,5b,-15 to -10,5b: -15 to -10
03470,5b,-15 to -10,5b: -15 to -10
03561,4b,-25 to -20,4b: -25 to -20
03570,4b,-25 to -20,4b: -25 to -20
03574,4b,-25 to -20,4b: -25 to -20
03575,4b,-25 to -20,4b: -25 to -20
03576,4a,-30 to -25,4a: -30 to -25
03579,4a,-30 to -25,4a: -30 to -25
03580,4b,-25 to -20,4b: -25 to -20
03581,5a,-20 to -15,5a: -20 to -15
03582,4a,-30 to -25,4a: -30 to -25
03583,4b,-25 to -20,4b: -25 to -20
03584,4a,-30 to -25,4a: -30 to -25
03585,4b,-25 to -20,4b: -25 to -20
03586,4b,-25 to -20,4b: -25 to -20
03588,4a,-30 to -25,4a: -30 to -25
03589,4b,-25 to -20,4b: -25 to -20
03590,4a,-30 to -25,4a: -30 to -25
03592,3b,-35 to -30,3b: -35 to -30
03593,4b,-25 to -20,4b: -25 to -20
03595,4b,-25 to -20,4b: -25 to -20
03597,3b,-35 to -30,3b: -35 to -30
03598,4b,-25 to -20,4b: -25 to -20
03601,5b,-15 to -10,5b: -15 to -10
03602,5b,-15 to -10,5b: -15 to -10
03603,5a,-20 to -15,5a: -20 to -15
03604,5b,-15 to -10,5b: -15 to -10
03605,5b,-15 to -10,5b: -15 to -10
03607,5b,-15 to -10,5b: -15 to -10
03608,5b,-15 to -10,5b: -15 to -10
03609,5b,-15 to -10,5b: -15 to -10
03740,4b,-25 to -20,4b: -25 to -20
03741,5a,-20 to -15,5a: -20 to -15
03743,5a,-20 to -15,5a: -20 to -15
03745,5a,-20 to -15,5a: -20 to -15
03746,5a,-20 to -15,5a: -20 to -15
03748,4b,-25 to -20,4b: -25 to -20
03749,5a,-20 to -15,5a: -20 to -15
03750,5a,-20 to -15,5a: -20 to -15
03751,5b,-15 to -10,5b: -15 to -10
03752,5b,-15 to -10,5b: -15 to -10
03753,5b,-15 to -10,5b: -15 to -10
03754,5a,-20 to -15,5a: -20 to -15
03755,5a,-20 to -15,5a: -20 to -15
03756,5a,-20 to -15,5a: -20 to -15
03765,4b,-25 to -20,4b: -25 to -20
03766,5a,-20 to -15,5a: -20 to -15
03768,5a,-20 to -15,5a: -20 to -15
03769,5a,-20 to -15,5a: -20 to -15
03770,5b,-15 to -10,5b: -15 to -10
03771,4b,-25 to -20,4b: -25 to -20
03773,5a,-20 to -15,5a: -20 to -15
03774,4b,-25 to -20,4b: -25 to -20
03777,5a,-20 to -15,5a: -20 to -15
03779,5a,-20 to -15,5a: -20 to -15
03780,5a,-20 to -15,5a: -20 to -15
03781,5a,-20 to -15,5a: -20 to -15
03782,5b,-15 to -10,5b: -15 to -10
03784,5a,-20 to -15,5a: -20 to -15
03785,4b,-25 to -20,4b: -25 to -20
03801,6a,-10 to -5,6a: -10 to -5
03802,6a,-10 to -5,6a: -10 to -5
03803,6a,-10 to -5,6a: -10 to -5
03804,6a,-10 to -5,6a: -10 to -5
03809,5a,-20 to -15,5a: -20 to -15
03810,5a,-20 to -15,5a: -20 to -15
03811,6a,-10 to -5,6a: -10 to -5
03812,5a,-20 to -15,5a: -20 to -15
03813,5a,-20 to -15,5a: -20 to -15
03814,5a,-20 to -15,5a: -20 to -15
03815,5b,-15 to -10,5b: -15 to -10
03816,5a,-20 to -15,5a: -20 to -15
03817,5a,-20 to -15,5a: -20 to -15
03818,5a,-20 to -15,5a: -20 to -15
03819,6a,-10 to -5,6a: -10 to -5
03820,5b,-15 to -10,5b: -15 to -10
03821,5b,-15 to -10,5b: -15 to -10
03822,5b,-15 to -10,5b: -15 to -10
03823,5b,-15 to -10,5b: -15 to -10
03824,5b,-15 to -10,5b: -15 to -10
03825,5b,-15 to -10,5b: -15 to -10
03826,6a,-10 to -5,6a: -10 to -5
03827,6a,-10 to -5,6a: -10 to -5
03830,5a,-20 to -15,5a: -20 to -15
03832,5a,-20 to -15,5a: -20 to -15
03833,6a,-10 to -5,6a: -10 to -5
03835,5a,-20 to -15,5a: -20 to -15
03836,5a,-20 to -15,5a: -20 to -15
03837,5b,-15 to -10,5b: -15 to -10
03838,5a,-20 to -15,5a: -20 to -15
03839,5b,-15 to -10,5b: -15 to -10
03840,6a,-10 to -5,6a: -10 to -5
03841,6a,-10 to -5,6a: -10 to -5
03842,6a,-10 to -5,6a: -10 to -5
03843,6a,-10 to -5,6a: -10 to -5
03844,6a,-10 to -5,6a: -10 to -5
03845,5a,-20 to -15,5a: -20 to -15
03846,5a,-20 to -15,5a: -20 to -15
03847,5a,-20 to -15,5a: -20 to -15
03848,6a,-10 to -5,6a: -10 to -5
03849,5a,-20 to -15,5a: -20 to -15
03850,5a,-20 to -15,5a: -20 to -15
03851,5a,-20 to -15,5a: -20 to -15
03852,5a,-20 to -15,5a: -20 to -15
03853,5a,-20 to -15,5a: -20 to -15
03854,6a,-10 to -5,6a: -10 to -5
03855,5a,-20 to -15,5a: -20 to -15
03856,6a,-10 to -5,6a: -10 to -5
03857,6a,-10 to -5,6a: -10 to -5
03858,6a,-10 to -5,6a: -10 to -5
03859,6a,-10 to -5,6a: -10 to -5
03860,5a,-20 to -15,5a: -20 to -15
03861,5b,-15 to -10,5b: -15 to -10
03862,6a,-10 to -5,6a: -10 to -5
03864,5a,-20 to -15,5a: -20 to -15
03865,6a,-10 to -5,6a: -10 to -5
03866,5b,-15 to -10,5b: -15 to -10
03867,5b,-15 to -10,5b: -15 to -10
03868,5b,-15 to -10,5b: -15 to -10
03869,5b,-15 to -10,5b: -15 to -10
03870,6a,-10 to -5,6a: -10 to -5
03871,6a,-10 to -5,6a: -10 to -5
03872,5a,-20 to -15,5a: -20 to -15
03873,5b,-15 to -10,5b: -15 to -10
03874,6a,-10 to -5,6a: -10 to -5
03875,5a,-20 to -15,5a: -20 to -15
03878,5b,-15 to -10,5b: -15 to -10
03882,5a,-20 to -15,5a: -20 to -15
03883,5a,-20 to -15,5a: -20 to -15
03884,5a,-20 to -15,5a: -20 to -15
03885,6a,-10 to -5,6a: -10 to -5
03886,5a,-20 to -15,5a: -20 to -15
03887,5a,-20 to -15,5a: -20 to -15
03890,5a,-20 to -15,5a: -20 to -15
03894,5a,-20 to -15,5a: -20 to -15
03896,5a,-20 to -15,5a: -20 to -15
03897,5a,-20 to -15,5a: -20 to -15
03901,5b,-15 to -10,5b: -15 to -10
03902,5b,-15 to -10,5b: -15 to -10
03903,6a,-10 to -5,6a: -10 to -5
03904,6a,-10 to -5,6a: -10 to -5
03905,6a,-10 to -5,6a: -10 to -5
03906,5b,-15 to -10,5b: -15 to -10
03907,5b,-15 to -10,5b: -15 to -10
03908,5b,-15 to -10,5b: -15 to -10
03909,6a,-10 to -5,6a: -10 to -5
03910,5b,-15 to -10,5b: -15 to -10
03911,5b,-15 to -10,5b: -15 to -10
04001,5a,-20 to -15,5a: -20 to -15
04002,5b,-15 to -10,5b: -15 to -10
04003,5b,-15 to -10,5b: -15 to -10
04004,5a,-20 to -15,5a: -20 to -15
04005,5b,-15 to -10,5b: -15 to -10
04006,5b,-15 to -10,5b: -15 to -10
04007,5b,-15 to -10,5b: -15 to -10
04008,5b,-15 to -10,5b: -15 to -10
04009,5a,-20 to -15,5a: -20 to -15
04010,5a,-20 to -15,5a: -20 to -15
04011,5b,-15 to -10,5b: -15 to -10
04013,5b,-15 to -10,5b: -15 to -10
04014,5b,-15 to -10,5b: -15 to -10
04015,5a,-20 to -15,5a: -20 to -15
04016,5a,-20 to -15,5a: -20 to -15
04017,5b,-15 to -10,5b: -15 to -10
04019,5b,-15 to -10,5b: -15 to -10
04020,5a,-20 to -15,5a: -20 to -15
04021,5b,-15 to -10,5b: -15 to -10
04022,5a,-20 to -15,5a: -20 to -15
04024,5a,-20 to -15,5a: -20 to -15
04027,5b,-15 to -10,5b: -15 to -10
04028,5a,-20 to -15,5a: -20 to -15
04029,5a,-20 to -15,5a: -20 to -15
04030,5a,-20 to -15,5a: -20 to -15
04032,5b,-15 to -10,5b: -15 to -10
04033,5b,-15 to -10,5b: -15 to -10
04034,5b,-15 to -10,5b: -15 to -10
04037,5a,-20 to -15,5a: -20 to -15
04038,5b,-15 to -10,5b: -15 to -10
04039,5b,-15 to -10,5b: -15 to -10
04040,5a,-20 to -15,5a: -20 to -15
04041,4b,-25 to -20,4b: -25 to -20
04042,5a,-20 to -15,5a: -20 to -15
04043,5b,-15 to -10,5b: -15 to -10
04046,5b,-15 to -10,5b: -15 to -10
04047,5a,-20 to -15,5a: -20 to -15
04048,5a,-20 to -15,5a: -20 to -15
04049,5a,-20 to -15,5a: -20 to -15
04050,5b,-15 to -10,5b: -15 to -10
04051,5a,-20 to -15,5a: -20 to -15
04054,5b,-15 to -10,5b: -15 to -10
04055,5a,-20 to -15,5a: -20 to -15
04056,5a,-20 to -15,5a: -20 to -15
04057,5a,-20 to -15,5a: -20 to -15
04061,5a,-20 to -15,5a: -20 to -15
04062,5b,-15 to -10,5b: -15 to -10
04063,5b,-15 to -10,5b: -15 to -10
04064,6a,-10 to -5,6a: -10 to -5
04066,5b,-15 to -10,5b: -15 to -10
04068,5a,-20 to -15,5a: -20 to -15
04069,5b,-15 to -10,5b: -15 to -10
04070,5b,-15 to -10,5b: -15 to -10
04071,5b,-15 to -10,5b: -15 to -10
04072,5b,-15 to -10,5b: -15 to -10
04073,5b,-15 to -10,5b: -15 to -10
04074,5b,-15 to -10,5b: -15 to -10
04076,5a,-20 to -15,5a: -20 to -15
04077,5a,-20 to -15,5a: -20 to -15
04078,5b,-15 to -10,5b: -15 to -10
04079,5b,-15 to -10,5b: -15 to -10
04082,5b,-15 to -10,5b: -15 to -10
04083,5b,-15 to -10,5b: -15 to -10
04084,5a,-20 to -15,5a: -20 to -15
04085,5a,-20 to -15,5a: -20 to -15
04086,5b,-15 to -10,5b: -15 to -10
04087,5a,-20 to -15,5a: -20 to -15
04088,5a,-20 to -15,5a: -20 to -15
04090,5b,-15 to -10,5b: -15 to -10
04091,4b,-25 to -20,4b: -25 to -20
04092,5b,-15 to -10,5b: -15 to -10
04093,5a,-20 to -15,5a: -20 to -15
04094,5b,-15 to -10,5b: -15 to -10
04095,5a,-20 to -15,5a: -20 to -15
04096,5b,-15 to -10,5b: -15 to -10
04097,5b,-15 to -10,5b: -15 to -10
04098,5b,-15 to -10,5b: -15 to -10
04101,5b,-15 to -10,5b: -15 to -10
04102,5b,-15 to -10,5b: -15 to -10
04103,5b,-15 to -10,5b: -15 to -10
04104,5b,-15 to -10,5b: -15 to -10
04105,5b,-15 to -10,5b: -15 to -10
04106,5b,-15 to -10,5b: -15 to -10
04107,5b,-15 to -10,5b: -15 to -10
04108,5b,-15 to -10,5b: -15 to -10
04109,5b,-15 to -10,5b: -15 to -10
04110,5b,-15 to -10,5b: -15 to -10
04112,5b,-15 to -10,5b: -15 to -10
04116,5b,-15 to -10,5b: -15 to -10
04122,5b,-15 to -10,5b: -15 to -10
04123,5b,-15 to -10,5b: -15 to -10
04124,5b,-15 to -10,5b: -15 to -10
04210,5b,-15 to -10,5b: -15 to -10
04211,5b,-15 to -10,5b: -15 to -10
04212,5b,-15 to -10,5b: -15 to -10
04216,4b,-25 to -20,4b: -25 to -20
04217,4b,-25 to -20,4b: -25 to -20
04219,5a,-20 to -15,5a: -20 to -15
04220,5a,-20 to -15,5a: -20 to -15
04221,5a,-20 to -15,5a: -20 to -15
04222,5b,-15 to -10,5b: -15 to -10
04223,5b,-15 to -10,5b: -15 to -10
04224,4b,-25 to -20,4b: -25 to -20
04225,4b,-25 to -20,4b: -25 to -20
04226,4b,-25 to -20,4b: -25 to -20
04227,4b,-25 to -20,4b: -25 to -20
04228,4b,-25 to -20,4b: -25 to -20
04230,5b,-15 to -10,5b: -15 to -10
04231,5a,-20 to -15,5a: -20 to -15
04234,4b,-25 to -20,4b: -25 to -20
04236,5a,-20 to -15,5a: -20 to -15
04237,4b,-25 to -20,4b: -25 to -20
04238,5a,-20 to -15,5a: -20 to -15
04239,4b,-25 to -20,4b: -25 to -20
04240,5b,-15 to -10,5b: -15 to -10
04241,5b,-15 to -10,5b: -15 to -10
04243,5b,-15 to -10,5b: -15 to -10
04250,5a,-20 to -15,5a: -20 to -15
04252,5a,-20 to -15,5a: -20 to -15
04253,5a,-20 to -15,5a: -20 to -15
04254,5a,-20 to -15,5a: -20 to -15
04255,4b,-25 to -20,4b: -25 to -20
04256,5a,-20 to -15,5a: -20 to -15
04257,5a,-20 to -15,5a: -20 to -15
04258,5a,-20 to -15,5a: -20 to -15
04259,5b,-15 to -10,5b: -15 to -10
04260,5b,-15 to -10,5b: -15 to -10
04261,4b,-25 to -20,4b: -25 to -20
04262,4b,-25 to -20,4b: -25 to -20
04263,5a,-20 to -15,5a: -20 to -15
04265,5a,-20 to -15,5a: -20 to -15
04266,5a,-20 to -15,5a: -20 to -15
04267,5a,-20 to -15,5a: -20 to -15
04268,5a,-20 to -15,5a: -20 to -15
04270,5a,-20 to -15,5a: -20 to -15
04271,5a,-20 to -15,5a: -20 to -15
04274,5a,-20 to -15,5a: -20 to -15
04275,4b,-25 to -20,4b: -25 to -20
04276,5a,-20 to -15,5a: -20 to -15
04280,5b,-15 to -10,5b: -15 to -10
04281,5a,-20 to -15,5a: -20 to -15
04282,5a,-20 to -15,5a: -20 to -15
04284,5a,-20 to -15,5a: -20 to -15
04285,4b,-25 to -20,4b: -25 to -20
04286,4b,-25 to -20,4b: -25 to -20
04287,5a,-20 to -15,5a: -20 to -15
04288,5a,-20 to -15,5a: -20 to -15
04289,5a,-20 to -15,5a: -20 to -15
04290,5a,-20 to -15,5a: -20 to -15
04291,5a,-20 to -15,5a: -20 to -15
04292,5a,-20 to -15,5a: -20 to -15
04294,4b,-25 to -20,4b: -25 to -20
04330,5a,-20 to -15,5a: -20 to -15
04332,5a,-20 to -15,5a: -20 to -15
04333,5b,-15 to -10,5b: -15 to -10
